g0,hotel,checkin,item_id,n,pmin,pmax,n_room,n_rate,n_occ,n_meal,n_pkg,n_bid,ratio,dims
2,hilton-saigon,2026-10-01,1,2,7767900.0,8448300.0,1,1,2,1,1,2,1.0875912408759123,1 khách
3,hilton-saigon,2026-10-01,1,4,9298800.0,13608000.0,1,1,2,2,1,4,1.4634146341463414,1 khách + bữa ăn
6,hilton-saigon,2026-10-01,1,2,7484400.0,8164800.0,1,1,2,1,1,2,1.0909090909090908,1 khách
7,hilton-saigon,2026-10-01,1,4,8958600.0,13267800.0,1,1,2,2,1,4,1.481012658227848,1 khách + bữa ăn
10,hilton-saigon,2026-10-01,1,2,9072000.0,9752400.0,1,1,2,1,1,2,1.075,1 khách
11,hilton-saigon,2026-10-01,1,4,10886400.0,15195600.0,1,1,2,2,1,4,1.3958333333333333,1 khách + bữa ăn
14,hilton-saigon,2026-10-01,1,2,7200900.0,7881300.0,1,1,2,1,1,2,1.094488188976378,1 khách
15,hilton-saigon,2026-10-01,1,4,8618400.0,12927600.0,1,1,2,2,1,4,1.5,1 khách + bữa ăn
18,hilton-saigon,2026-10-01,1,2,9128700.0,9809100.0,1,1,2,1,1,2,1.0745341614906831,1 khách
19,hilton-saigon,2026-10-01,1,4,10999800.0,15309000.0,1,1,2,2,1,4,1.3917525773195876,1 khách + bữa ăn
22,hilton-saigon,2026-10-01,1,2,10546200.0,11226600.0,1,1,2,1,1,2,1.064516129032258,1 khách
23,hilton-saigon,2026-10-01,1,4,12700800.0,17010000.0,1,1,2,2,1,4,1.3392857142857142,1 khách + bữa ăn
26,hilton-saigon,2026-10-01,1,2,7200900.0,7881300.0,1,1,2,1,1,2,1.094488188976378,1 khách
27,hilton-saigon,2026-10-01,1,4,8618400.0,12927600.0,1,1,2,2,1,4,1.5,1 khách + bữa ăn
30,hilton-saigon,2026-10-01,1,2,7484400.0,8164800.0,1,1,2,1,1,2,1.0909090909090908,1 khách
31,hilton-saigon,2026-10-01,1,4,8958600.0,13267800.0,1,1,2,2,1,4,1.481012658227848,1 khách + bữa ăn
34,hilton-saigon,2026-10-01,1,2,15479100.0,16159500.0,1,1,2,1,1,2,1.043956043956044,1 khách
35,hilton-saigon,2026-10-01,1,4,18711000.0,23020200.0,1,1,2,2,1,4,1.2303030303030302,1 khách + bữa ăn
38,hilton-saigon,2026-10-01,1,2,9355500.0,10035900.0,1,1,2,1,1,2,1.0727272727272728,1 khách
39,hilton-saigon,2026-10-01,1,4,11226600.0,15535800.0,1,1,2,2,1,4,1.3838383838383839,1 khách + bữa ăn
42,hilton-saigon,2026-10-01,1,2,7824600.0,8505000.0,1,1,2,1,1,2,1.0869565217391304,1 khách
43,hilton-saigon,2026-10-01,1,4,9412200.0,13721400.0,1,1,2,2,1,4,1.4578313253012047,1 khách + bữa ăn
46,hilton-saigon,2026-10-01,1,2,12700800.0,13381200.0,1,1,2,1,1,2,1.0535714285714286,1 khách
47,hilton-saigon,2026-10-01,1,4,15309000.0,19618200.0,1,1,2,2,1,4,1.2814814814814814,1 khách + bữa ăn
50,hilton-saigon,2026-10-11,2,2,7767900.0,8448300.0,1,1,2,1,1,2,1.0875912408759123,1 khách
51,hilton-saigon,2026-10-11,2,4,9298800.0,13608000.0,1,1,2,2,1,4,1.4634146341463414,1 khách + bữa ăn
54,hilton-saigon,2026-10-11,2,2,7030800.0,7711200.0,1,1,2,1,1,2,1.096774193548387,1 khách
55,hilton-saigon,2026-10-11,2,4,8391600.0,12700800.0,1,1,2,2,1,4,1.5135135135135136,1 khách + bữa ăn
58,hilton-saigon,2026-10-11,2,2,8618400.0,9298800.0,1,1,2,1,1,2,1.0789473684210527,1 khách
59,hilton-saigon,2026-10-11,2,4,10319400.0,14628600.0,1,1,2,2,1,4,1.4175824175824177,1 khách + bữa ăn
62,hilton-saigon,2026-10-11,2,2,6747300.0,7427700.0,1,1,2,1,1,2,1.1008403361344539,1 khách
63,hilton-saigon,2026-10-11,2,4,8051400.0,12360600.0,1,1,2,2,1,4,1.5352112676056338,1 khách + bữa ăn
66,hilton-saigon,2026-10-11,2,2,10602900.0,11283300.0,1,1,2,1,1,2,1.0641711229946524,1 khách
67,hilton-saigon,2026-10-11,2,4,12700800.0,17010000.0,1,1,2,2,1,4,1.3392857142857142,1 khách + bữa ăn
70,hilton-saigon,2026-10-11,2,2,6747300.0,7427700.0,1,1,2,1,1,2,1.1008403361344539,1 khách
71,hilton-saigon,2026-10-11,2,4,8051400.0,12360600.0,1,1,2,2,1,4,1.5352112676056338,1 khách + bữa ăn
74,hilton-saigon,2026-10-11,2,2,7030800.0,7711200.0,1,1,2,1,1,2,1.096774193548387,1 khách
75,hilton-saigon,2026-10-11,2,4,8391600.0,12700800.0,1,1,2,2,1,4,1.5135135135135136,1 khách + bữa ăn
78,hilton-saigon,2026-10-11,2,2,15535800.0,16216200.0,1,1,2,1,1,2,1.0437956204379562,1 khách
79,hilton-saigon,2026-10-11,2,4,18711000.0,23020200.0,1,1,2,2,1,4,1.2303030303030302,1 khách + bữa ăn
82,hilton-saigon,2026-10-11,2,2,8901900.0,9582300.0,1,1,2,1,1,2,1.0764331210191083,1 khách
83,hilton-saigon,2026-10-11,2,4,10659600.0,14968800.0,1,1,2,2,1,4,1.4042553191489362,1 khách + bữa ăn
86,hilton-saigon,2026-10-11,2,2,7881300.0,8561700.0,1,1,2,1,1,2,1.0863309352517985,1 khách
87,hilton-saigon,2026-10-11,2,4,9412200.0,13721400.0,1,1,2,2,1,4,1.4578313253012047,1 khách + bữa ăn
90,hilton-saigon,2026-10-11,2,2,12757500.0,13437900.0,1,1,2,1,1,2,1.0533333333333332,1 khách
91,hilton-saigon,2026-10-11,2,4,15309000.0,19618200.0,1,1,2,2,1,4,1.2814814814814814,1 khách + bữa ăn
94,hilton-saigon,2026-11-18,3,2,10376100.0,11056500.0,1,1,2,1,1,2,1.0655737704918034,1 khách
95,hilton-saigon,2026-11-18,3,4,10886400.0,15195600.0,1,1,2,2,1,4,1.3958333333333333,1 khách + bữa ăn
98,hilton-saigon,2026-11-18,3,2,10035900.0,10716300.0,1,1,2,1,1,2,1.0677966101694916,1 khách
99,hilton-saigon,2026-11-18,3,4,10546200.0,14855400.0,1,1,2,2,1,4,1.4086021505376345,1 khách + bữa ăn
102,hilton-saigon,2026-11-18,3,2,11226600.0,11907000.0,1,1,2,1,1,2,1.0606060606060606,1 khách
103,hilton-saigon,2026-11-18,3,4,11793600.0,16102800.0,1,1,2,2,1,4,1.3653846153846154,1 khách + bữa ăn
106,hilton-saigon,2026-11-18,3,2,9639000.0,10319400.0,1,1,2,1,1,2,1.0705882352941176,1 khách
107,hilton-saigon,2026-11-18,3,4,10092600.0,14401800.0,1,1,2,2,1,4,1.4269662921348314,1 khách + bữa ăn
110,hilton-saigon,2026-11-18,3,2,11793600.0,12474000.0,1,1,2,1,1,2,1.0576923076923077,1 khách
111,hilton-saigon,2026-11-18,3,4,12360600.0,16669800.0,1,1,2,2,1,4,1.348623853211009,1 khách + bữa ăn
114,hilton-saigon,2026-11-18,3,2,13494600.0,14175000.0,1,1,2,1,1,2,1.050420168067227,1 khách
115,hilton-saigon,2026-11-18,3,4,14175000.0,18484200.0,1,1,2,2,1,4,1.304,1 khách + bữa ăn
118,hilton-saigon,2026-11-18,3,2,9865800.0,10546200.0,1,1,2,1,1,2,1.0689655172413792,1 khách
119,hilton-saigon,2026-11-18,3,4,10319400.0,14628600.0,1,1,2,2,1,4,1.4175824175824177,1 khách + bữa ăn
122,hilton-saigon,2026-11-18,3,2,25798500.0,26478900.0,1,1,2,1,1,2,1.0263736263736263,1 khách
123,hilton-saigon,2026-11-18,3,4,27102600.0,31411800.0,1,1,2,2,1,4,1.1589958158995817,1 khách + bữa ăn
126,hilton-saigon,2026-11-18,3,2,11793600.0,12474000.0,1,1,2,1,1,2,1.0576923076923077,1 khách
127,hilton-saigon,2026-11-18,3,4,12360600.0,16669800.0,1,1,2,2,1,4,1.348623853211009,1 khách + bữa ăn
130,hilton-saigon,2026-11-18,3,2,10376100.0,11056500.0,1,1,2,1,1,2,1.0655737704918034,1 khách
131,hilton-saigon,2026-11-18,3,4,10886400.0,15195600.0,1,1,2,2,1,4,1.3958333333333333,1 khách + bữa ăn
134,hilton-saigon,2026-11-18,3,2,16216200.0,16896600.0,1,1,2,1,1,2,1.0419580419580419,1 khách
135,hilton-saigon,2026-11-18,3,4,17010000.0,21319200.0,1,1,2,2,1,4,1.2533333333333334,1 khách + bữa ăn
137,the-myst-dong-khoi,2026-10-01,4,2,7772638.0,8230838.0,1,1,2,1,1,2,1.058950384669915,1 khách
138,the-myst-dong-khoi,2026-10-01,4,2,8079400.0,8485400.0,1,1,2,1,1,2,1.050251256281407,1 khách
140,the-myst-dong-khoi,2026-10-01,4,2,7333810.0,7792010.0,1,1,2,1,1,2,1.062477757127605,1 khách
141,the-myst-dong-khoi,2026-10-01,4,2,7609600.0,8033000.0,1,1,2,1,1,2,1.055640243902439,1 khách
143,the-myst-dong-khoi,2026-10-01,4,2,6951242.0,7409442.0,1,1,2,1,1,2,1.0659162779831288,1 khách
144,the-myst-dong-khoi,2026-10-01,4,2,7215200.0,7638600.0,1,1,2,1,1,2,1.0586816720257235,1 khách
146,the-myst-dong-khoi,2026-10-01,4,2,6908433.0,7390333.0,1,1,2,1,1,2,1.0697553265697155,1 khách
147,the-myst-dong-khoi,2026-10-01,4,2,7173600.0,7618900.0,1,1,2,1,1,2,1.0620748299319729,1 khách
149,the-myst-dong-khoi,2026-10-01,4,2,7333810.0,7792010.0,1,1,2,1,1,2,1.062477757127605,1 khách
150,the-myst-dong-khoi,2026-10-01,4,2,7609600.0,8033000.0,1,1,2,1,1,2,1.055640243902439,1 khách
152,the-myst-dong-khoi,2026-10-01,4,2,6908433.0,7390333.0,1,1,2,1,1,2,1.0697553265697155,1 khách
153,the-myst-dong-khoi,2026-10-01,4,2,7173600.0,7618900.0,1,1,2,1,1,2,1.0620748299319729,1 khách
154,the-myst-dong-khoi,2026-10-11,5,2,7665744.0,8123944.0,1,1,2,1,1,2,1.0597724108710127,1 khách
155,the-myst-dong-khoi,2026-10-11,5,2,7969200.0,8375200.0,1,1,2,1,1,2,1.0509461426491995,1 khách
157,the-myst-dong-khoi,2026-10-11,5,2,7226916.0,7685116.0,1,1,2,1,1,2,1.063401871559044,1 khách
158,the-myst-dong-khoi,2026-10-11,5,2,7499400.0,7922800.0,1,1,2,1,1,2,1.0564578499613302,1 khách
160,the-myst-dong-khoi,2026-10-11,5,2,10394354.0,10852554.0,1,1,2,1,1,2,1.0440816235429349,1 khách
162,the-myst-dong-khoi,2026-10-11,5,2,6844348.0,7302548.0,1,1,2,1,1,2,1.0669457485212617,1 khách
163,the-myst-dong-khoi,2026-10-11,5,2,7105000.0,7528400.0,1,1,2,1,1,2,1.059591836734694,1 khách
165,the-myst-dong-khoi,2026-10-11,5,2,6452824.0,6934724.0,1,1,2,1,1,2,1.0746804809801105,1 khách
166,the-myst-dong-khoi,2026-10-11,5,2,6703900.0,7149200.0,1,1,2,1,1,2,1.0664240218380345,1 khách
168,the-myst-dong-khoi,2026-10-11,5,2,6796010.0,7277910.0,1,1,2,1,1,2,1.0709092541064535,1 khách
169,the-myst-dong-khoi,2026-10-11,5,2,7057700.0,7503000.0,1,1,2,1,1,2,1.063094209161625,1 khách
171,the-myst-dong-khoi,2026-10-11,5,2,7226916.0,7685116.0,1,1,2,1,1,2,1.063401871559044,1 khách
172,the-myst-dong-khoi,2026-10-11,5,2,7499400.0,7922800.0,1,1,2,1,1,2,1.0564578499613302,1 khách
174,the-myst-dong-khoi,2026-10-11,5,2,6452824.0,6934724.0,1,1,2,1,1,2,1.0746804809801105,1 khách
175,the-myst-dong-khoi,2026-10-11,5,2,6722200.0,7149200.0,1,1,2,1,1,2,1.0635208711433757,1 khách
177,the-myst-dong-khoi,2026-10-11,5,2,6796010.0,7277910.0,1,1,2,1,1,2,1.0709092541064535,1 khách
